#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#2,#3,#4,#5,#6,#7,#8,#9,#10
gun_4_x2_alt_japan,,102,gun_4_x2_alt,japan,"tb, dd, cl",,,,,,,,,,,moga_gun_127_x2,1.112,1.212,,0.899280576,akizuki_gun_100_x2,1.018,1.098,,0.982318271,akizuki_gun_100_x2,1.018,1.098,,0.982318271,,,,,,,,,,
gun_4_x3_alt_japan,,102,gun_4_x3_alt,japan,"tb, dd, cl",,,,,,,,,,,moga_gun_127_x3,1.112,1.212,,0.899280576,akizuki_gun_100_x3,1.018,1.098,,0.982318271,akizuki_gun_100_x3,1.018,1.098,,0.982318271,,,,,,,,,,
"gun_5_x1_alt_japan_bb,bc",,127,gun_5_x1_alt,japan,"ca, bb, bc",tsesarevich_gun_152_x1,0.8005,0.935,,1.249219238,,,,,,iowa_gun_127_x1,1.234,1.33,,0.810372771,moga_gun_127_x1,1.234,1.33,,0.810372771,moga_gun_127_x1,1.234,1.33,,0.810372771,,,,,,,,,,
"gun_5_x2_alt_japan_bb,bc",,127,gun_5_x2_alt,japan,"ca, bb, bc",tsesarevich_gun_152_x2,0.8005,0.935,,1.249219238,,,,,,iowa_gun_127_x2,1.234,1.33,,0.810372771,moga_gun_127_x2,1.234,1.33,,0.810372771,moga_gun_127_x2,1.234,1.33,,0.810372771,,,,,,,,,,
"gun_5_x3_alt_japan_bb,bc",,127,gun_5_x3_alt,japan,"ca, bb, bc",tsesarevich_gun_152_x3,0.8005,0.935,,1.249219238,,,,,,iowa_gun_127_x3,1.234,1.33,,0.810372771,moga_gun_127_x3,1.234,1.33,,0.810372771,moga_gun_127_x3,1.234,1.33,,0.810372771,,,,,,,,,,
gun_5_x1_alt_japan,,127,gun_5_x1_alt,japan,"tb, dd, cl",,,,,,,,,,,,,,,,,,,,,akizuki_gun_127_x1,1.07,1.145,,0.934579439,,,,,,,,,,
gun_5_x2_alt_japan,,127,gun_5_x2_alt,japan,"tb, dd, cl",,,,,,,,,,,moga_gun_127_x2,1.234,1.33,,0.810372771,akizuki_gun_127_x2,1.07,1.145,,0.934579439,akizuki_gun_127_x2,1.07,1.145,,0.934579439,,,,,,,,,,
gun_5_x3_alt_japan,,127,gun_5_x3_alt,japan,"tb, dd, cl",,,,,,,,,,,moga_gun_127_x3,1.234,1.33,,0.810372771,akizuki_gun_127_x3,1.07,1.145,,0.934579439,akizuki_gun_127_x3,1.07,1.145,,0.934579439,,,,,,,,,,
gun_6_x1_alt_japan,,151,gun_6_x1_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_alt_japan,,152,gun_6_x2_alt,japan,,tsesarevich_gun_152_x2,0.955,1.0895,,1.047120419,,,,,,,,,,,yamato_gun_155_x2,0.8606,0.9222,,1.161980014,yamato_gun_155_x2,0.8606,0.9222,,1.161980014,,,,,,,,,,
gun_6_x3_alt_japan,,152,gun_6_x3_alt,japan,,tsesarevich_gun_152_x3,0.955,1.0895,,1.047120419,,,,,,,,,,,yamato_gun_155_x3,0.8606,0.9222,,1.161980014,yamato_gun_155_x3,0.8606,0.9222,,1.161980014,,,,,,,,,,
gun_7_x2_alt_japan,,178,gun_7_x2_alt,japan,,tsesarevich_gun_152_x2,1.1095,1.244,,0.901306895,,,,,,dreadnought_gun_178_x2,1.276,1.402,,0.78369906,yamato_gun_155_x2,0.9272,0.9808,,1.078515962,yamato_gun_155_x2,0.9272,0.9808,,1.078515962,,,,,,,,,,
gun_7_x3_alt_japan,,178,gun_7_x3_alt,japan,,tsesarevich_gun_152_x3,1.1095,1.244,,0.901306895,,,,,,dreadnought_gun_178_x3,1.276,1.402,,0.78369906,yamato_gun_155_x3,0.9272,0.9808,,1.078515962,yamato_gun_155_x3,0.9272,0.9808,,1.078515962,,,,,,,,,,
gun_8_x2_alt_japan,,203,gun_8_x2_alt,japan,,friedrich_gun_228_x2,0.8194,0.8976,,1.220405175,,,,,,agamemnon_gun_228_x2,1.16,1.242,,0.862068966,moga_gun_200_x2,1.056,1.111,,0.946969697,moga_gun_200_x2,1.056,1.111,,0.946969697,,,,,,,,,,
gun_8_x3_alt_japan,,203,gun_8_x3_alt,japan,,friedrich_gun_228_x3,0.8194,0.8976,,1.220405175,,,,,,agamemnon_gun_228_x3,1.16,1.242,,0.862068966,moga_gun_200_x3,1.056,1.101,,0.946969697,moga_gun_200_x3,1.056,1.101,,0.946969697,,,,,,,,,,
gun_9_x2_alt_japan,,229,gun_9_x2_alt,japan,,friedrich_gun_228_x2,0.9076,0.9858,,1.101806963,agamemnon_gun_228_x2,1.244,1.326,,0.803858521,agamemnon_gun_228_x2,1.244,1.326,,0.803858521,moga_gun_200_x2,1.116,1.181,,0.896057348,moga_gun_200_x2,1.116,1.181,,0.896057348,,,,,,,,,,
gun_9_x3_alt_japan,,229,gun_9_x3_alt,japan,,friedrich_gun_228_x3,0.9076,0.9858,,1.101806963,agamemnon_gun_228_x3,1.244,1.326,,0.803858521,agamemnon_gun_228_x3,1.244,1.326,,0.803858521,moga_gun_200_x3,1.116,1.181,,0.896057348,moga_gun_200_x3,1.116,1.181,,0.896057348,,,,,,,,,,
gun_10_x2_alt_japan,,254,gun_10_x2_alt,japan,,friedrich_gun_228_x2,0.9958,1.074,,1.004217714,agamemnon_gun_228_x2,1.328,1.41,,0.753012048,agamemnon_gun_228_x2,1.328,1.41,,0.753012048,moga_gun_200_x2,1.186,1.261,,0.84317032,moga_gun_200_x2,1.186,1.261,,0.84317032,,,,,,,,,,
gun_10_x3_alt_japan,,254,gun_10_x3_alt,japan,,friedrich_gun_228_x3,0.9958,1.074,,1.004217714,agamemnon_gun_228_x3,1.328,1.41,,0.753012048,agamemnon_gun_228_x3,1.328,1.41,,0.753012048,moga_gun_200_x3,1.186,1.261,,0.84317032,moga_gun_200_x3,1.186,1.261,,0.84317032,,,,,,,,,,
gun_11_x2_alt_japan,,279,gun_11_x2_alt,japan,,friedrich_gun_228_x2,1.084,1.1622,,0.922509225,agamemnon_gun_305_x2,1.045,1.126,,0.956937799,fus_gun_356_x2_a,0.909,0.9672,,1.100110011,yamato_gun_460_x2,0.645,0.69,,1.550387597,yamato_gun_b_460_x2,0.645,0.69,,1.550387597,,,,,,,,,,
gun_11_x3_alt_japan,,279,gun_11_x3_alt,japan,,friedrich_gun_228_x3,1.084,1.1622,,0.922509225,agamemnon_gun_305_x3,1.045,1.126,,0.956937799,fus_gun_356_x3_a,0.909,0.9672,,1.100110011,yamato_gun_460_x3,0.645,0.69,,1.550387597,yamato_gun_b_460_x3,0.645,0.69,,1.550387597,,,,,,,,,,
gun_12_x2_alt_japan,,305,gun_12_x2_alt,japan,,friedrich_gun_228_x2,1.1722,1.2504,,0.853096741,agamemnon_gun_305_x2,1.136,1.217,,0.88028169,fus_gun_356_x2_a,0.9772,1.0354,,1.023331969,yamato_gun_460_x2,0.695,0.74,,1.438848921,yamato_gun_b_460_x2,0.695,0.74,,1.438848921,,,,,,,,,,
gun_12_x3_alt_japan,,305,gun_12_x3_alt,japan,,friedrich_gun_228_x3,1.1722,1.2504,,0.853096741,agamemnon_gun_305_x3,1.136,1.217,,0.88028169,fus_gun_356_x3_a,0.9772,1.0354,,1.023331969,yamato_gun_460_x3,0.695,0.74,,1.438848921,yamato_gun_b_460_x3,0.695,0.74,,1.438848921,,,,,,,,,,
gun_13_x2_alt_japan,,330,gun_13_x2_alt,japan,,friedrich_gun_228_x2,1.2604,1.3386,,0.793398921,agamemnon_gun_305_x2,1.227,1.308,,0.814995925,fus_gun_356_x2_a,1.0454,1.1036,,0.956571647,yamato_gun_460_x2,0.745,0.79,,1.342281879,yamato_gun_b_460_x2,0.745,0.79,,1.342281879,,,,,,,,,,
gun_13_x3_alt_japan,,330,gun_13_x3_alt,japan,,friedrich_gun_228_x3,1.2604,1.3386,,0.793398921,agamemnon_gun_305_x3,1.227,1.308,,0.814995925,fus_gun_356_x3_a,1.0454,1.1036,,0.956571647,yamato_gun_460_x3,0.745,0.79,,1.342281879,yamato_gun_b_460_x3,0.745,0.79,,1.342281879,,,,,,,,,,
gun_14_x2_alt_japan,,356,gun_14_x2_alt,japan,,friedrich_gun_228_x2,1.3486,1.4268,,0.741509714,agamemnon_gun_305_x2,1.318,1.399,,0.758725341,fus_gun_356_x2_a,1.1136,1.1718,,0.897988506,yamato_gun_460_x2,0.795,0.84,,1.257861635,yamato_gun_b_460_x2,0.795,0.84,,1.257861635,,,,,,,,,,
gun_14_x3_alt_japan,,356,gun_14_x3_alt,japan,,friedrich_gun_228_x3,1.3486,1.4268,,0.741509714,agamemnon_gun_305_x3,1.318,1.399,,0.758725341,fus_gun_356_x3_a,1.1136,1.1718,,0.897988506,yamato_gun_460_x3,0.795,0.84,,1.257861635,yamato_gun_b_460_x3,0.795,0.84,,1.257861635,,,,,,,,,,
gun_15_x2_alt_japan,,381,gun_15_x2_alt,japan,,friedrich_gun_228_x2,1.4368,1.515,,0.695991091,agamemnon_gun_305_x2,1.409,1.49,,0.709723208,fus_gun_356_x2_a,1.1818,1.24,,0.846166864,yamato_gun_460_x2,0.845,0.89,,1.183431953,yamato_gun_b_460_x2,0.845,0.89,,1.183431953,,,,,,,,,,
gun_15_x3_alt_japan,,381,gun_15_x3_alt,japan,,friedrich_gun_228_x3,1.4368,1.515,,0.695991091,agamemnon_gun_305_x3,1.409,1.49,,0.709723208,fus_gun_356_x3_a,1.1818,1.24,,0.846166864,yamato_gun_460_x3,0.845,0.89,,1.183431953,yamato_gun_b_460_x3,0.845,0.89,,1.183431953,,,,,,,,,,
gun_16_x2_alt_japan,,406,gun_16_x2_alt,japan,,friedrich_gun_228_x2,1.525,1.6032,,0.655737705,agamemnon_gun_305_x2,1.5,1.581,,0.666666667,fus_gun_356_x2_a,1.25,1.3082,,0.8,yamato_gun_460_x2,0.895,0.94,,1.117318436,yamato_gun_b_460_x2,0.895,0.94,,1.117318436,,,,,,,,,,
gun_16_x3_alt_japan,,406,gun_16_x3_alt,japan,,friedrich_gun_228_x3,1.525,1.6032,,0.655737705,agamemnon_gun_305_x3,1.5,1.581,,0.666666667,fus_gun_356_x3_a,1.25,1.3082,,0.8,yamato_gun_460_x3,0.895,0.94,,1.117318436,yamato_gun_b_460_x3,0.895,0.94,,1.117318436,,,,,,,,,,
gun_17_x2_alt_japan,,432,gun_17_x2_alt,japan,,agamemnon_gun_305_x2,1.591,1.672,,0.628535512,fus_gun_356_x2_a,1.3182,1.3764,,0.758610226,yamato_gun_460_x2,0.945,0.99,,1.058201058,yamato_gun_b_460_x2,0.945,0.99,,1.058201058,yamato_gun_b_460_x2,0.945,0.99,,1.058201058,,,,,,,,,,
gun_17_x3_alt_japan,,432,gun_17_x3_alt,japan,,agamemnon_gun_305_x3,1.591,1.672,,0.628535512,fus_gun_356_x3_a,1.3182,1.3764,,0.758610226,yamato_gun_460_x3,0.945,0.99,,1.058201058,yamato_gun_b_460_x3,0.945,0.99,,1.058201058,yamato_gun_b_460_x3,0.945,0.99,,1.058201058,,,,,,,,,,
gun_18_x2_alt_japan,,457,gun_18_x2_alt,japan,,agamemnon_gun_305_x2,1.682,1.763,,0.594530321,fus_gun_356_x2_a,1.3864,1.4446,,0.721292556,yamato_gun_460_x2,0.995,1.04,,1.005025126,yamato_gun_b_460_x2,0.995,1.04,,1.005025126,yamato_gun_b_460_x2,0.995,1.04,,1.005025126,,,,,,,,,,
gun_18_x3_alt_japan,,457,gun_18_x3_alt,japan,,agamemnon_gun_305_x3,1.682,1.763,,0.594530321,fus_gun_356_x3_a,1.3864,1.4446,,0.721292556,yamato_gun_460_x3,0.995,1.04,,1.005025126,yamato_gun_b_460_x3,0.995,1.04,,1.005025126,yamato_gun_b_460_x3,0.995,1.04,,1.005025126,,,,,,,,,,
gun_19_x2_alt_japan,,483,gun_19_x2_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x3_alt_japan,,483,gun_19_x3_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x2_alt_japan,,508,gun_20_x2_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x3_alt_japan,,508,gun_20_x3_alt,japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_france,,51,gun_2_x1_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_alt_france,,51,gun_2_x2_alt,france,,,,,,,,,,,,,,,,,richelieu_gun_120_x2,0.596,0.722,0.7,1.677852349,richelieu_gun_120_x2,0.596,0.722,0.7,1.677852349,,,,,,,,,,
gun_2_x3_alt_france,,51,gun_2_x3_alt,france,,,,,,,,,,,,,,,,,richelieu_gun_120_x3,0.596,0.722,0.55,1.677852349,richelieu_gun_120_x3,0.596,0.722,0.55,1.677852349,,,,,,,,,,
gun_2_x4_alt_france,,51,gun_2_x4_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_alt_france,,76,gun_3_x1_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_alt_france,,76,gun_3_x2_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,richelieu_gun_120_x2,0.732,0.858,1.08,1.366120219,richelieu_gun_120_x2,0.732,0.858,1.08,1.366120219,,,,,,,,,,
gun_3_x3_alt_france,,76,gun_3_x3_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,richelieu_gun_120_x3,0.732,0.858,0.83,1.366120219,richelieu_gun_120_x3,0.732,0.858,0.83,1.366120219,,,,,,,,,,
gun_3_x1_alt_france_dd,,76,gun_3_x1_alt,france,"dd, tb",,,,,,,,,,,,,,,,moga_gun_127_x1,1.03,1.126,1,0.970873786,moga_gun_127_x1,1.03,1.126,1,0.970873786,,,,,,,,,,
gun_3_x2_alt_france_dd,,76,gun_3_x2_alt,france,"dd, tb",,,,,,,,,,,,,,,,ussr_gun_100_x2,0.88,0.95,1.08,1.136363636,ussr_gun_100_x2,0.88,0.95,1.08,1.136363636,,,,,,,,,,
gun_3_x3_alt_france_dd,,76,gun_3_x3_alt,france,"dd, tb",,,,,,,,,,,,,,,,ussr_gun_100_x3,0.88,0.95,0.83,1.136363636,ussr_gun_100_x3,0.88,0.95,0.83,1.136363636,,,,,,,,,,
gun_3_x4_alt_france,,76,gun_3_x4_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_alt_france,,102,gun_4_x1_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_alt_france,,102,gun_4_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x3_alt_france,,102,gun_4_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_alt_france_dd,,127,gun_5_x1_alt,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_alt_france_dd,,127,gun_5_x2_alt,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x3_alt_france_dd,,127,gun_5_x3_alt,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_alt_france,,127,gun_5_x1_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_alt_france,,127,gun_5_x2_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,richelieu_gun_152_x2,0.551,0.651,0.95,1.814882033,richelieu_gun_152_x2,0.551,0.651,0.95,1.814882033,,,,,,,,,,
gun_5_x3_alt_france,,127,gun_5_x3_alt,france,"cl, ca, bb, bc",,,,,,,,,,,,,,,,richelieu_gun_152_x3,0.551,0.651,0.75,1.814882033,richelieu_gun_152_x3,0.551,0.651,0.75,1.814882033,,,,,,,,,,
gun_6_x1_alt_france,,151,gun_6_x1_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_alt_france,,152,gun_6_x2_alt,france,,,,,,,,,,,,,,,,,richelieu_gun_152_x2,0.66,0.76,0.86,1.515151515,richelieu_gun_152_x2,0.66,0.76,0.86,1.515151515,,,,,,,,,,
gun_6_x3_alt_france,,152,gun_6_x3_alt,france,,,,,,,,,,,,,,,,,richelieu_gun_152_x3,0.66,0.76,0.66,1.515151515,richelieu_gun_152_x3,0.66,0.76,0.66,1.515151515,,,,,,,,,,
gun_7_x2_alt_france,,178,gun_7_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_7_x3_alt_france,,178,gun_7_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_8_x2_alt_france,,203,gun_8_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_8_x3_alt_france,,203,gun_8_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_9_x2_alt_france,,229,gun_9_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_9_x3_alt_france,,229,gun_9_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_10_x2_alt_france,,254,gun_10_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_10_x3_alt_france,,254,gun_10_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_11_x2_alt_france,,279,gun_11_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_11_x3_alt_france,,279,gun_11_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_12_x2_alt_france,,305,gun_12_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.136,1.217,0.82,0.88028169,,,,,,,,,,,,,,,
gun_12_x3_alt_france,,305,gun_12_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.136,1.217,0.66,0.88028169,,,,,,,,,,,,,,,
gun_13_x2_alt_france,,330,gun_13_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.227,1.308,0.88,0.814995925,,,,,,,,,,,,,,,
gun_13_x3_alt_france,,330,gun_13_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.227,1.308,0.705,0.814995925,,,,,,,,,,,,,,,
gun_14_x2_alt_france,,356,gun_14_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.318,1.399,0.88,0.758725341,,,,,,,,,,,,,,,
gun_14_x3_alt_france,,356,gun_14_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.318,1.399,0.705,0.758725341,,,,,,,,,,,,,,,
gun_15_x2_alt_france,,381,gun_15_x2_alt,france,,,,,,,richelieu_gun_380_x2,0.8875,0.94,0.9,1.126760563,richelieu_gun_380_x2,0.8875,0.94,0.9,1.126760563,dant_gun_245_x2,1.409,1.49,0.9,0.709723208,,,,,,,,,,,,,,,
gun_15_x3_alt_france,,381,gun_15_x3_alt,france,,,,,,,richelieu_gun_380_x3,0.8875,0.94,0.72,1.126760563,richelieu_gun_380_x3,0.8875,0.94,0.72,1.126760563,dant_gun_245_x3,1.409,1.49,0.72,0.709723208,,,,,,,,,,,,,,,
gun_16_x2_alt_france,,406,gun_16_x2_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x2,1.5,1.581,0.93,0.666666667,,,,,,,,,,,,,,,
gun_16_x3_alt_france,,406,gun_16_x3_alt,france,,,,,,,,,,,,,,,,,dant_gun_245_x3,1.5,1.581,0.75,0.666666667,,,,,,,,,,,,,,,
gun_17_x2_alt_france,,432,gun_17_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_17_x3_alt_france,,432,gun_17_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_18_x2_alt_france,,457,gun_18_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_18_x3_alt_france,,457,gun_18_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x2_alt_france,,483,gun_19_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x3_alt_france,,483,gun_19_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x2_alt_france,,508,gun_20_x2_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x3_alt_france,,508,gun_20_x3_alt,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_russia,,51,gun_2_x1_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x1,0.637,0.772,,1.569858713,ussr_gun_50_x1,0.637,0.772,,1.569858713,,,,,,,,,,
gun_2_x2_alt_russia,,51,gun_2_x2_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x2,0.637,0.772,,1.569858713,ussr_gun_50_x2,0.637,0.772,,1.569858713,,,,,,,,,,
gun_2_x3_alt_russia,,51,gun_2_x3_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x3,0.637,0.772,,1.569858713,ussr_gun_50_x3,0.637,0.772,,1.569858713,,,,,,,,,,
gun_2_x4_alt_russia,,51,gun_2_x4_alt,russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_alt_russia,,76,gun_3_x1_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x1,0.783,0.912,,1.277139208,ussr_gun_50_x1,0.783,0.912,,1.277139208,,,,,,,,,,
gun_3_x2_alt_russia,,76,gun_3_x2_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x2,0.783,0.912,,1.277139208,ussr_gun_50_x2,0.783,0.912,,1.277139208,,,,,,,,,,
gun_3_x3_alt_russia,,76,gun_3_x3_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_50_x3,0.783,0.912,,1.277139208,ussr_gun_50_x3,0.783,0.912,,1.277139208,,,,,,,,,,
gun_3_x4_alt_russia,,76,gun_3_x4_alt,russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_alt_russia,,102,gun_4_x1_alt,russia,,,,,,,small_gun_e_76_x1,1.19,1.305,,0.840336134,small_gun_e_76_x1,1.19,1.305,,0.840336134,,,,,,,,,,,,,,,,,,,,
gun_4_x2_alt_russia,,102,gun_4_x2_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_100_x2,0.94,1.02,,1.063829787,ussr_gun_100_x2,0.94,1.02,,1.063829787,,,,,,,,,,
gun_4_x3_alt_russia,,102,gun_4_x3_alt,russia,,,,,,,,,,,,,,,,,ussr_gun_100_x3,0.94,1.02,,1.063829787,ussr_gun_100_x3,0.94,1.02,,1.063829787,,,,,,,,,,
gun_5_x1_alt_russia,,127,gun_5_x1_alt,russia,,,,,,,spee_gun_150_x1,1.105,1.19,,0.904977376,spee_gun_150_x1,1.105,1.19,,0.904977376,,,,,,,,,,,,,,,,,,,,
gun_5_x2_alt_russia,,127,gun_5_x2_alt,russia,,tsesarevich_gun_152_x2,0.8005,0.935,,1.249219238,spee_gun_150_x2,1.004,1.13,,0.996015936,,,,,,ussr_gun_100_x2,1.03,1.11,,0.970873786,ussr_gun_100_x2,1.03,1.11,,0.970873786,,,,,,,,,,
gun_5_x3_alt_russia,,127,gun_5_x3_alt,russia,,tsesarevich_gun_152_x3,0.8005,0.935,,1.249219238,spee_gun_150_x3,1.004,1.13,,0.996015936,,,,,,ussr_gun_100_x3,1.03,1.11,,0.970873786,ussr_gun_100_x3,1.03,1.11,,0.970873786,,,,,,,,,,
gun_6_x1_alt_russia,,151,gun_6_x1_alt,russia,,,,,,,spee_gun_150_x1,1.195,1.28,,0.836820084,spee_gun_150_x1,1.195,1.28,,0.836820084,,,,,,,,,,,,,,,,,,,,
gun_6_x2_alt_russia,,152,gun_6_x2_alt,russia,,tsesarevich_gun_152_x2,0.955,1.0895,,1.047120419,spee_gun_150_x2,1.195,1.28,,0.836820084,spee_gun_150_x2,1.195,1.28,,0.836820084,ussr_gun_152_x2,1.02,1.095,,0.980392157,ussr_gun_152_x2,1.02,1.095,,0.980392157,,,,,,,,,,
gun_6_x3_alt_russia,,152,gun_6_x3_alt,russia,,tsesarevich_gun_152_x3,0.955,1.0895,,1.047120419,spee_gun_150_x3,1.195,1.28,,0.836820084,spee_gun_150_x3,1.195,1.28,,0.836820084,ussr_gun_152_x3,1.02,1.095,,0.980392157,ussr_gun_152_x3,1.02,1.095,,0.980392157,,,,,,,,,,
gun_7_x2_alt_russia,,178,gun_7_x2_alt,russia,,tsesarevich_gun_152_x2,1.1095,1.244,,0.901306895,dreadnought_gun_178_x2,1.276,1.376,,0.78369906,dreadnought_gun_178_x2,1.276,1.402,,0.78369906,ussr_gun_152_x2,1.1,1.185,,0.909090909,ussr_gun_152_x2,1.1,1.185,,0.909090909,,,,,,,,,,
gun_7_x3_alt_russia,,178,gun_7_x3_alt,russia,,tsesarevich_gun_152_x3,1.1095,1.244,,0.901306895,dreadnought_gun_178_x3,1.276,1.376,,0.78369906,dreadnought_gun_178_x3,1.276,1.402,,0.78369906,mont_gun_152_x3,1.19,1.269,,0.840336134,ussr_gun_152_x3,1.1,1.185,,0.909090909,,,,,,,,,,
gun_8_x2_alt_russia,,203,gun_8_x2_alt,russia,,tsesarevich_gun_152_x2,1.264,1.3985,,0.791139241,agamemnon_gun_b_228_x2,1.348,1.454,,0.741839763,ussr_gun_406_x2,0.495,0.54,,2.02020202,ussr_gun_406_x2,0.495,0.54,,2.02020202,ussr_gun_406_x2,0.495,0.54,,2.02020202,,,,,,,,,,
gun_8_x3_alt_russia,,203,gun_8_x3_alt,russia,,tsesarevich_gun_152_x3,1.264,1.3985,,0.791139241,agamemnon_gun_b_228_x3,1.348,1.454,,0.741839763,ussr_gun_406_x3,0.495,0.54,,2.02020202,ussr_gun_406_x3,0.495,0.54,,2.02020202,ussr_gun_406_x3,0.495,0.54,,2.02020202,,,,,,,,,,
gun_9_x2_alt_russia,,229,gun_9_x2_alt,russia,,tsesarevich_gun_152_x2,1.4185,1.553,,0.704970039,agamemnon_gun_b_228_x2,1.458,1.544,,0.685871056,ussr_gun_406_x2,0.545,0.59,,1.834862385,ussr_gun_406_x2,0.545,0.59,,1.834862385,ussr_gun_406_x2,0.545,0.59,,1.834862385,,,,,,,,,,
